GLOBALEVENTID,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,AvgTone,SOURCEURL
1116325231,EDU,UNIVERSITY,,EDU,,,,,1,70,70,7,6.712962963,https://www.thebusinessdesk.com/eastmidlands/news/2073695-university-of-leicester-honours-refugee-turned-entrepreneur/
1116327043,GHA,GHANA,GHA,,REF,REFUGEE,,REF,1,43,43,4,-9.401631267,https://dailyguidenetwork.com/ghana-committed-to-refugee-conventions/
1116331551,IGOUNO,UNITED NATIONS,,IGO,,,,,1,10,10,1,-3.783783784,https://reliefweb.int/report/nigeria/urban-refugees-nigeria-operational-update-may-2023-issue-2
1116338823,AFGREF,AFGHANISTAN,AFG,REF,AFG,AFGHAN,AFG,,1,10,10,1,-1.558847401,https://thefrontierpost.com/uk-councils-ask-government-for-more-time-rehousing-afghan-refugees/
1116341162,,,,,SOM,SOMALI,SOM,,1,42,42,4,-7.258064516,https://www.africanews.com/2023/07/21/somali-refugees-in-kenya-threatened-by-food-insecurity/
1116344256,CVL,MIGRANT,,CVL,,,,,1,1822,182,18,-11.375,https://reliefweb.int/report/libya/libya-un-experts-alarmed-reports-trafficking-persons-arbitrary-detention-enforced-disappearances-and-torture-migrants-and-refugees
1116346417,AFR,AFRICA,AFR,,LBY,LIBYA,LBY,,1,841,84,8,-17.43772242,https://www.africa-newsroom.com/press/libya-united-nations-un-experts-alarmed-at-reports-of-trafficking-in-persons-arbitrary-detention-enforced-disappearances-and-torture-of-migrants-and-refugees
1116357403,FRA,FRENCH,FRA,,REF,REFUGEE,,REF,1,75,75,7,-6.223175966,https://www.express.co.uk/news/world/1793656/france-russia-defectors-refugee-status
1116360125,EDU,COLLEGE,,EDU,,,,,1,51,51,5,6.46371654,https://bromsgrovestandard.co.uk/news/college-award-for-afghani-refugee-who-has-settled-in-bromsgrove45589/
1116360247,GBR,UNITED KINGDOM,GBR,,REF,REFUGEE,,REF,1,36,36,3,0.4385964912,https://www.romfordrecorder.co.uk/news/23669273.havering-council-secures-6m-funding-housing-refugees/
1116362509,,,,,VEN,VENEZUELA,VEN,,1,42,42,4,-3.820598007,http://www.baltimoresun.com/opinion/readers-respond/bs-ed-rr-world-refugee-day-letter-20230721-miymiwppvbattedryinamqtxtu-story.html
1116365187,,,,,REF,REFUGEE,,REF,1,36,36,3,0.4761904762,https://www.thisislocallondon.co.uk/news/23669273.havering-council-secures-6m-funding-housing-refugees/
1116369368,GOV,GOVERNMENT,,GOV,REF,REFUGEE,,REF,1,51,51,5,5.076142132,https://www.shannonside.ie/news/local-refugee-support-services-to-benefit-from-new-government-fund-227027
1116371857,EDU,COLLEGE,,EDU,,,,,1,51,51,5,7.983193277,https://www.bromsgroveadvertiser.co.uk/news/23668064.bromsgrove-refugee-escaped-taliban-wins-student-award/
1116373307,CAN,CANADA,CAN,,UKRREF,UKRAINE,UKR,REF,1,73,73,7,-5.347593583,https://www.cbc.ca/news/canada/montreal/ukrainian-refugee-missing-river-1.6912784
1116387360,IGOEUREEC,EUROPEAN PARLIAMENT,EUR,IGO,REF,REFUGEE,,REF,1,51,51,5,-3.278688525,https://article.wn.com/view/2023/07/21/European_Parliaments_support_for_refugees_stay_in_Lebanon_un/
1116398013,,,,,ETH,ETHIOPIA,ETH,,1,42,42,4,-6.211180124,https://addisstandard.com/newsalert-ethiopia-refugees-and-returnees-service-dg-announces-departure/
1116404875,,,,,UKR,UKRAINIAN,UKR,,1,42,42,4,-5.518763797,https://thecaribbeancamera.com/african-refugees-dont-win-votes-like-europeans/
1116419421,CVL,COMMUNITY,,CVL,EDU,SCHOOL,,EDU,1,42,42,4,-3.95480226,https://www.worldlearning.org/programarea/refugee-resettlement/
1116430616,GHA,GHANA,GHA,,REF,REFUGEE,,REF,1,173,173,17,-7.259953162,https://www.modernghana.com/news/1246480/government-must-prosecute-refugees-caught-with.html
1116436543,CAN,CANADA,CAN,,,,,,1,51,51,5,-0.2393866711,https://globalnews.ca/news/9847765/calgary-north-american-refugee-health-conference/
1116465069,SYR,SYRIA,SYR,,USA,UNITED STATES,USA,,1,10,10,1,2.169625247,https://www.ksby.com/news/local-news/syrian-refugee-speaks-out-about-her-journey-to-the-united-states-for-the-first-time
1116469496,CVL,MIGRANT,,CVL,REF,REFUGEE,,REF,1,1822,182,18,-17.4688057,https://venturesafrica.com/apostories/libya-united-nations-un-experts-alarmed-at-reports-of-trafficking-in-persons-arbitrary-detention-enforced-disappearances-and-torture-of-migrants-and-refugees/
1116486570,EDU,SCHOOL,,EDU,GBRGOV,UNITED KINGDOM,GBR,GOV,1,160,160,16,-1.287553648,https://metro.co.uk/2023/07/22/primary-school-kids-flood-refugee-centre-with-drawings-after-murals-painted-over-19172649/
1116492233,GHA,GHANA,GHA,,REF,REFUGEE,,REF,1,173,173,17,-7.045454545,https://newsghana.com.gh/refugees-caught-with-weapons-should-be-prosecuted-dr-adam-bonah/
1116493520,CAN,CANADA,CAN,,CVL,COMMUNITY,,CVL,1,75,75,7,2.848101266,https://www.brandonsun.com/local/2023/07/22/refugee-gets-a-leg-up-through-links
1116501185,GOV,IMMIGRATION MINIST,,GOV,,,,,1,51,51,5,-0.5982053838,https://inews.co.uk/news/education/school-children-drawings-refugees-government-removal-murals-2498240
1116512460,REF,REFUGEE,,REF,,,,,1,10,10,1,-10.4,https://karennews.org/2013/08/tragedy-strikes-refugee-women/
1116531355,ARE,EMIRATI,ARE,,TCD,CHAD,TCD,,1,90,90,9,0.6578947368,https://www.tag911.ae/news/local-news/emirati-delegation-inspects-uaes-chad-field-hospital-for-sudanese-refugees/
1116532867,CAN,CANADA,CAN,,COP,POLICE,,COP,1,20,20,2,-3.062818343,https://www.bowenislandundercurrent.com/national-news/search-continues-for-ukrainian-refugee-who-went-missing-after-swim-in-quebec-river-7311934
1116534258,CAN,CANADIAN,CAN,,UKR,UKRAINIAN,UKR,,1,90,90,9,-3.614212308,https://www.winnipegfreepress.com/canada/2023/07/22/search-continues-for-ukrainian-refugee-who-went-missing-after-swim-in-quebec-river
1116538989,JEW,JEWISH,,,UKR,UKRAINIAN,UKR,,1,43,43,4,0,https://ejpress.org/israels-government-and-chabad-of-poland-team-up-to-provide-summer-programming-for-ukrainian-refugees/
1116541574,CAN,CANADA,CAN,,UKRREF,UKRAINE,UKR,REF,1,90,90,9,0.3669724771,https://montrealgazette.com:443/news/quebec/search-continues-for-ukrainian-refugee-missing-after-swim-in-quebec-river
1116558508,AUS,SYDNEY,AUS,,AUSREF,AUSTRALIA,AUS,REF,1,33,33,3,-2.773722628,https://www.thecourier.com.au/story/8275555/ballarat-refugee-advocate-to-walk-1000km-for-change/
1116559805,ETH,ETHIOPIA,ETH,,IGOREFIOM,INTERNATIONAL ORGANIZATION FOR MIGRATION,,IGO,1,75,75,7,-3.816793893,https://newbusinessethiopia.com/politics/south-sudanese-refugees-set-to-get-new-shelter-in-ethiopia/
1116568915,AFR,AFRICA,AFR,,BDI,BURUNDI,BDI,,1,192,192,19,2.451838879,https://buffalonews.com/news/local/habitat-for-humanity-provides-new-cheektowaga-homes-to-two-refugee-families-from-africa/article_7d3a139c-2899-11ee-bf29-0b4237ed0982.html
1116572203,AUS,SYDNEY,AUS,,AUSREF,AUSTRALIA,AUS,REF,1,33,33,3,-2.731220373,https://www.hepburnadvocate.com.au/story/8275555/ballarat-refugee-advocate-to-walk-1000km-for-change/
1116574050,GOV,AUTHORITIES,,GOV,COP,POLICE,,COP,1,20,20,2,-1.926956808,https://globalnews.ca/news/9850375/ukrainian-refugee-missing-quebec-river/
1116575360,CHN,CHINA,CHN,,RUS,RUSSIA,RUS,,1,120,120,12,-8.157894737,https://www.dailymail.co.uk/news/article-12327855/Chinese-media-accused-pumping-pro-Russian-propaganda-Europe-stirring-hatred-Ukrainian-refugees-spreading-anti-Nato-messages.html
1116581056,CHRPRO300,PRESBYTERIAN,,,FRA,FRANCE,FRA,,1,50,50,5,-1.582278481,https://www.herald-dispatch.com/news/saturday-5k-raises-funds-for-ukrainian-refugees/article_336ffb47-d540-5bd2-93a0-f9156c28d1e8.html
1116588716,AUS,AUSTRALIA,AUS,,AUSREF,AUSTRALIA,AUS,REF,1,33,33,3,-2.765647744,https://www.stawelltimes.com.au/story/8275555/ballarat-refugee-advocate-to-walk-1000km-for-change/
1116589714,AFR,AFRICA,AFR,,BDI,BURUNDI,BDI,,1,192,192,19,2.5,https://buffalonews.com/news/local/habitat-for-humanity-provides-new-cheektowaga-homes-to-refugee-families/article_7d3a139c-2899-11ee-bf29-0b4237ed0982.html
1116608226,SDN,SUDANESE,SDN,,TCD,CHAD,TCD,,1,51,51,5,-0.9072431141,https://www.bignewsnetwork.com/news/273907849/chad-based-uae-field-hospital-treats-1744-sudanese-refugees-since-opening
1116612760,,,,,SDNREF,SUDAN,SDN,REF,1,43,43,4,-2.0609319,https://www.cbc.ca/news/canada/calgary/syn-amanuel-first-person-refugee-1.6892865
1116621207,,,,,MIL,MILITARY,,MIL,1,80,80,8,-13.63636364,https://timesofindia.indiatimes.com/city/guwahati/bangladeshi-girl-dies-of-malaria-in-mizoram-refugee-camp/articleshow/102054667.cms
1116624136,CAN,OTTAWA,CAN,,NPL,NEPAL,NPL,,1,44,44,4,-2.604622364,https://lethbridgenewsnow.com/2023/07/23/refugee-claims-followed-montreal-aids-summit-marred-by-visa-woes-planning-issues/
1116625720,,,,,REF,REFUGEE,,REF,1,42,42,4,-4.566210046,https://www.tanzanianewsreports.com/igad-seeking-immediate-humanitarian-assistance-for-significant-portion-of-refugees-in-the-region/
1116625723,,,,,SSD,SOUTH SUDAN,SSD,,1,42,42,4,-4.580152672,https://newbusinessethiopia.com/politics/ethiopia-relocates-100000-south-sudanese-refugees-in-one-year/
1116630894,BGD,BANGLADESH,BGD,,MMR,MYANMAR,MMR,,1,42,42,4,-1.887836565,https://reliefweb.int/report/bangladesh/unicef-against-odds-children-begin-new-school-year-rohingya-refugee-camps
1116636245,NGOHLHIRC,RED CRESCENT,,NGO,TCD,CHAD,TCD,,1,70,70,7,0.4836163244,https://www.zawya.com/en/world/africa/uae-aid-plane-arrives-in-chad-carrying-food-parcels-for-sudanese-refugees-local-community-nexagyms
1116645702,REF,REFUGEE,,REF,TCD,CHAD,TCD,,1,70,70,7,0.8403361345,https://www.khaleejtimes.com/uae/watch-uae-aid-plane-arrives-in-chad-carrying-food-parcels-for-refugees-local-community
1116658261,COP,POLICE,,COP,,,,,1,173,173,17,-11.94968553,https://www.dw.com/en/masked-men-attack-refugee-home-in-eastern-germany-police/a-66323664
1116659844,EDU,SCHOOL,,EDU,IGOUNOKID,UNICEF,,IGO,1,43,43,4,-1.783769063,https://en.shafaqna.com/318302/unicef-children-in-rohingya-refugee-camps-are-heading-back-to-school/
1116671374,,,,,SDN,SUDAN,SDN,,1,190,190,19,-10.92436975,https://reliefweb.int/report/sudan/unhcr-sudan-overview-refugees-and-asylum-seekers-distribution-internal-movement-sudan-23-july-2023
1116672651,BUS,BUSINESS,,BUS,,,,,1,51,51,5,2.450980392,https://www.odt.co.nz/business/workshop-help-city-refugees-wanting-start-food-business
1116677929,LBN,LEBANON,LBN,,REF,REFUGEE,,REF,1,20,20,2,-6.855791962,https://yalibnan.com/2023/07/23/lebanons-identity-is-threatened-rai-warns-says-refugees-should-return-to-syria/
1116682123,,,,,REF,REFUGEE,,REF,1,51,51,5,-2.296450939,https://www.irishtimes.com/ireland/social-affairs/2023/07/23/demonstrations-in-support-of-refugees-planned-by-dun-laoghaire-union-members-and-political-groups/
1116690224,CAN,CANADA,CAN,,GOV,PRESIDENT,,GOV,1,10,10,1,-2.429149798,https://www.theglobeandmail.com/canada/article-refugee-claims-followed-montreal-aids-summit-marred-by-visa-woes/
1116697157,DNKCOP,COPENHAGEN,DNK,COP,IRQGOV,IRAQI,IRQ,GOV,1,10,10,1,-7.407407407,https://tribune.net.ph/2023/07/24/koran-burning-triggers-attack-on-danish-refugee-office/
1116701691,,,,,PSE,WEST BANK,PSE,,1,45,45,4,-2.222222222,https://www.thetimes.co.uk/article/the-moon-is-listening-the-new-opera-giving-refugees-a-voice-rmnhffg28
1116708590,NGOHLHIRC,RED CRESCENT,,NGO,TCD,CHAD,TCD,,1,70,70,7,0.8869684427,http://aninews.in/news/world/middle-east/uae-aid-plane-arrives-in-chad-carrying-food-parcels-for-sudanese-refugees-local-community20230724060947/
1116708649,SDN,SUDANESE,SDN,,TCD,CHAD,TCD,,1,70,70,7,2.325581395,https://theprint.in/world/uae-aid-plane-arrives-in-chad-carrying-food-parcels-for-sudanese-refugees-local-community/1682770/
1116717482,AUSLEG,AUSTRALIA,AUS,LEG,,,,,1,111,111,11,-7.8125,https://www.greenleft.org.au/content/refugee-rights-rally-demands-labor-ends-cruel-temporary-visas
1116733516,AFG,AFGHAN,AFG,,PAK,PAKISTAN,PAK,,1,841,84,8,-2.898550725,https://reliefweb.int/report/afghanistan/unhcr-rbap-afghanistan-situation-voluntary-repatriation-afghan-refugees-quarterly-update-april-june-2023
1116744137,AUS,SYDNEY,AUS,,,,,,1,110,110,11,-6.903353057,http://honisoit.com/2023/07/10-years-on-labors-refugee-shame/
1116752785,LBN,LEBANON,LBN,,REF,REFUGEE,,REF,1,46,46,4,-9.285714286,https://www.nationalheraldindia.com/world/european-parliaments-decision-to-support-syrian-refugees-stay-in-lebanon-violates-sovereignty-lebanese-pm
1116756485,GOV,PRIME MINISTER,,GOV,REF,REFUGEE,,REF,1,51,51,5,-6.498194946,https://egyptianstreets.com/2023/07/24/migrants-and-refugees-represent-8-of-egypts-population-pm-madbouly/
1116759020,LBN,LEBANON,LBN,,IGOEUREEC,EUROPEAN PARLIAMENT,EUR,IGO,1,110,110,11,-4.825070172,https://english.aawsat.com/arab-world/4449331-lebanon-wants-hold-talks-europe-solve-refugee-crisis
1116763658,BGD,BANGLADESH,BGD,,MMR,MYANMAR,MMR,,1,42,42,4,-2.75862069,https://www.southeastasiapost.com/news/273908005/bangladesh-against-the-odds-children-begin-the-new-school-year-in-rohingya-refugee-camps
1116764634,PSE,WEST BANK,PSE,,ISRREF,ISRAEL,ISR,REF,1,10,10,1,-2.314814815,https://reliefweb.int/report/occupied-palestinian-territory/unrwa-appeals-us23-million-address-palestine-refugee-needs-following-israeli-military-operation-jenin-refugee-camp
1116769361,UKR,UKRAINE,UKR,,,,,,1,51,51,5,2.321083172,https://www.greenocktelegraph.co.uk/news/23671310.empty-homes-inverclyde-welcome-refugees-ukraine/
1116770455,,,,,AFG,KABUL,AFG,,1,14,14,1,0.8665511265,https://www.courant.com/2023/07/24/iris-opens-new-hartford-office-serving-refugees-this-is-the-best-thing-we-do-as-a-country/
1116786835,EGY,EGYPT,EGY,,REF,REFUGEE,,REF,1,40,40,4,-0.8802816901,https://www.dailynewsegypt.com/2023/07/24/egypt-unhcr-discuss-strengthening-cooperation-in-refugee-issues/
1116787322,REF,REFUGEE,,REF,SAU,SAUDI ARABIA,SAU,,1,42,42,4,1.734104046,https://www.siasat.com/saudi-arabia-spends-over-usd-18-billion-on-visitor-refugees-in-12-years-2649295/
1116787358,SDN,SUDANESE,SDN,,,,,,1,70,70,7,1.025641026,https://www.siasat.com/uae-sends-relief-aid-for-sudanese-refugees-in-chad-2649463/
1116788890,AFR,AFRICA,AFR,,IGOUNOWFP,WORLD FOOD PROGRAM,,IGO,1,84,84,8,-11.26436782,https://www.africa-newsroom.com/press/funding-crunch-forces-world-food-programme-wfp-to-halve-food-rations-for-refugees-amidst-worsening-hunger-in-malawi
1116789043,COP,POLICE,,COP,BGDREF,BANGLADESH,BGD,REF,1,173,173,17,-7.82122905,https://www.marketscreener.com/quote/index/TOPIX-INDEX-61714390/news/Indian-police-arrest-74-Rohingya-refugees-in-north-44400329/
1116794151,COP,POLICE,,COP,MOS,MUSLIM,,,1,173,173,17,-12.5,https://dunyanews.tv/en/World/742085-Indian-police-arrest-74-Rohingya-refugees-in-north
1116799445,IGOUNO,UNITED NATIONS,,IGO,REF,REFUGEE,,REF,1,60,60,6,-10.98909393,https://african.business/2023/07/apo-newsfeed/funding-crunch-forces-world-food-programme-wfp-to-halve-food-rations-for-refugees-amidst-worsening-hunger-in-malawi
1116799693,MMR,MYANMAR,MMR,,BGD,BANGLADESH,BGD,,1,80,80,8,-10.09174312,https://www.usnews.com/news/world/articles/2023-07-24/indian-police-arrest-74-rohingya-refugees-in-north
1116807944,IGOUNOWFP,WORLD FOOD PROGRAM,,IGO,REF,REFUGEE,,REF,1,162,162,16,-9.518853923,https://reliefweb.int/report/malawi/funding-crunch-forces-wfp-halve-food-rations-refugees-amidst-worsening-hunger-malawi
1116829281,,,,,SDN,SUDAN,SDN,,1,190,190,19,-3.565941305,https://www.voanews.com/a/activists-want-egypt-to-ease-entry-for-refugees-from-sudan-conflict/7193823.html
1116830012,IRL,IRISH,IRL,,NGOHLHIRC,RED CROSS,,NGO,1,10,10,1,3.663793103,https://www.thejournal.ie/good-bike-project-ukrainian-refugees-6127060-Jul2023/
1116842769,,,,,EDU,SCHOOL,,EDU,1,43,43,4,0.6210281034,https://www.dailymaverick.co.za/article/2023-07-24-refugees-world-of-despair-in-a-universal-plight/
1116843401,GOV,GOVERNMENT,,GOV,JUDELI,JUDGE,,JUD,1,43,43,4,-2.739726027,https://thekashmirwalla.com/centre-likely-to-reserve-3-seats-for-kashmiri-migrants-pajk-refugees-in-j-k-assembly/
1116845270,GOV,GOVERNOR,,GOV,,,,,1,20,20,2,0.7716049383,https://thewire.in/government/reservation-of-jk-assembly-seats-for-kashmiri-migrants-refugees-sparks-nomination-debate
1116847416,CAN,CANADA,CAN,,,,,,1,192,192,19,-1.917937785,https://www.mississauga.com/news/there-is-a-real-surge-peel-has-more-than-300-refugees-in-its-shelter-system/article_7b31cc2f-6bf6-5e3e-94e1-dd2aae40c7ae.html
1116853463,,,,,SDN,SUDAN,SDN,,1,190,190,19,-3.519668737,https://www.africaleader.com/news/273909288/activists-want-egypt-to-ease-entry-for-refugees-from-sudan-conflict
1116858523,AFG,AFGHAN,AFG,,REF,REFUGEE,,REF,1,60,60,6,-0.7575757576,https://www.laprensalatina.com/afghan-who-worked-with-us-military-now-assisting-refugees-from-his-homeland/
1116859203,IGODEVIAD,IGAD,,IGO,SDN,SUDANESE,SDN,,1,871,87,8,-6.067556026,https://www.manilatimes.net/2023/07/24/world/un-news/sudan-child-deaths-rise-concern-intensifies-for-refugees-after-100-days-of-battle/1902276
1116870890,IGODEVIAD,IGAD,,IGO,SDN,SUDANESE,SDN,,1,871,87,8,-6.281407035,https://www.ungeneva.org/en/news-media/news/2023/07/83272/sudan-child-deaths-rise-concern-intensifies-refugees-after-100-days
1116876328,,,,,AFR,AFRICA,AFR,,1,43,43,4,-5.462184874,https://www.dailymaverick.co.za/article/2023-07-24-we-are-legal-ghosts-somali-familys-bitter-struggle-to-get-refugee-status-in-sa/
1116895197,,,,,REF,REFUGEE,,REF,1,51,51,5,3.838898475,https://www.bridportnews.co.uk/news/national/23677222.love-actually-wicked-scripts-auctioned-support-refugees/
1116898490,,,,,REF,REFUGEE,,REF,1,51,51,5,3.849332363,https://www.freepressseries.co.uk/news/national/23677222.love-actually-wicked-scripts-auctioned-support-refugees/
1116902640,GBR,UNITED KINGDOM,GBR,,,,,,1,13,13,1,3.011137154,https://www.romfordrecorder.co.uk/news/national/23677222.love-actually-wicked-scripts-auctioned-support-refugees/
1116906613,SYR,SYRIA,SYR,,USA,UNITED STATES,USA,,1,43,43,4,-10.45195182,https://www.breitbart.com:443/politics/2023/07/24/syrian-refugee-who-killed-fargo-officer-plotted-mass-shooting/
1116919603,CVL,COMMUNITY,,CVL,,,,,1,1043,104,10,-4.703476483,https://reliefweb.int/report/bangladesh/insecurity-risk-and-resilience-contributions-and-challenges-refugee-led-initiatives-rohingya-refugee-camps-bangladesh
1116922762,COP,POLICE,,COP,MOS,MUSLIM,,,1,173,173,17,-10.34787273,https://www.asiaone.com/asia/indian-police-arrest-74-rohingya-refugees-north
1116924353,,,,,REF,REFUGEE,,REF,1,51,51,5,3.333333333,https://guernseypress.com/news/uk-news/2023/07/24/love-actually-and-wicked-scripts-to-be-auctioned-in-support-of-refugees/
1116933676,REF,REFUGEE,,REF,,,,,1,233,23,2,-4.280821918,https://www.socialeurope.eu/refugees-how-could-we-possibly-get-here
1116936451,IND,MANIPUR,IND,,REF,REFUGEE,,REF,1,35,35,3,1.024526545,https://www.anandabazar.com/india/those-who-are-staying-refugee-camp-are-not-willing-to-return-in-manipur/cid/1447400
1116938246,GOV,GOVERNMENT,,GOV,JUDELI,JUDGE,,JUD,1,43,43,4,-3.529411765,https://thenorthlines.com/centre-likely-to-reserve-3-seats-for-kashmiri-migrants-pojk-refugees-in-jk-assembly/
1116941182,,,,,REF,REFUGEE,,REF,1,42,42,4,-3.409090909,https://www.rand.org/blog/2023/07/the-eu-cant-treat-ukrainian-refugees-like-short-term.html
1116941402,COP,POLICE,,COP,MOS,MUSLIM,,,1,173,173,17,-11.7020901,https://www.aljazeera.com/news/2023/7/25/india-police-arrest-seventy-four-rohingya-in-latest-crackdown-on-refugees
1116943553,MMRMIL,MYANMAR,MMR,MIL,,,,,1,120,120,12,-14.38356164,https://www.thenews.com.pk/print/1093840-indian-police-arrest-74-rohingya-refugees-in-north
1116944589,CHRCTH,THE POPE,,,GOV,PRIME MINISTER,,GOV,1,40,40,4,2.755905512,https://www.heraldmalaysia.com/news/pope-francis-praises-ugandas-welcome-of-refugees/72062/1
1116957940,AUS,AUSTRALIA,AUS,,,,,,1,20,20,2,-6.829268293,https://www.batemansbaypost.com.au/story/8283067/refugee-action-committee-eurobodalla-urges-refugee-action-on-10-year-anniversary/
1116960109,,,,,AUS,AUSTRALIA,AUS,,1,80,80,8,-5.203468979,https://www.outlookindia.com/national/refugee-to-illegal-migrant-journey-of-sri-lankan-tamils-to-india-magazine-304250
1116969282,CVL,MIGRANT,,CVL,EGY,EGYPTIAN,EGY,,1,42,42,4,-6.914893617,https://en.shafaqna.com/318708/egyptian-pm-egypt-now-hosts-over-nine-million-migrants-40-of-sudan-refugees/
1116969572,INDGOV,MANIPUR,IND,GOV,IND,ASSAM,IND,,1,233,23,2,-1.340482574,https://www.financialexpress.com/india-news/manipur-government-asks-assam-rifles-to-push-back-over-700-refugees-from-myanmar/3185842/
1116978750,CAF,CENTRAL AFRICAN REPUBLIC,CAF,,SSD,SOUTH SUDAN,SSD,,1,80,80,8,-8.620689655,https://www.theeastafrican.co.ke/tea/rest-of-africa/egypt-slows-refugee-admittance-from-sudan-4314974
1116988865,BTN,BHUTAN,BTN,,MED,MEDIA,,MED,1,114,114,11,-6.25,https://myrepublica.nagariknetwork.com/news/arzu-deuba-complains-of-media-trial-in-fake-bhutanese-refugees-scam/
1116996953,IGOUNOKID,UNICEF,,IGO,,,,,1,10,10,1,-6.745009753,https://www.indiablooms.com/world-details/F/39711/sudan-child-deaths-rise-concern-intensifies-for-refugees-after-100-days-of-battle.html
1117004474,CAN,TORONTO,CAN,,REF,ASYLUM SEEKER,,REF,1,70,70,7,-1.459854015,https://www.theglobeandmail.com/podcasts/the-decibel/article-how-government-infighting-led-to-a-refugee-crisis-in-toronto/
1117011397,SDN,SUDAN,SDN,,SDNREF,SUDANESE,SDN,REF,1,20,20,2,-6.52173913,https://afropages.fr/?view=article&id=1039164:s-sudan-calls-for-coordinated-efforts-on-sudanese-refugees&catid=229
1117013880,AFR,AFRICA,AFR,,REF,REFUGEE,,REF,1,190,190,19,-6.78807947,https://www.africa-newsroom.com/press/sudan-child-deaths-rise-concern-intensifies-for-refugees-after-100-days-of-battle
1117021523,,,,,REF,REFUGEE,,REF,1,42,42,4,-0.5828791092,https://www.countypress.co.uk/news/23677539.isle-wight-homes-ukrainian-refugees/
1117021778,CAN,TORONTO,CAN,,,,,,1,10,10,1,-2.592912705,https://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-refugee-claimants-agengies-call-for-more-supports-1.6913513
1117030609,GOV,MINIST,,GOV,UKR,UKRAINIAN,UKR,,1,75,75,7,-0.5952380952,https://www.lmfm.ie/news/lmfm-news/ukrainian-refugees-facing-losing-drogheda-home-given-an-extra-week-to-find-a-solution/
1117038505,GBR,UNITED KINGDOM,GBR,,JOR,AMMAN,JOR,,1,36,36,3,3.597122302,http://www.jordantimes.com/news/local/uks-foreign-secretary-announce%E2%80%AF%C2%A330m-refugee-support-jordan
1117048255,IRL,IRELAND,IRL,,,,,,1,60,60,6,11.38211382,https://carlow-nationalist.ie/2023/07/25/refugees-give-carlow-community-group-a-helping-hand/
1117055454,,,,,CVL,VILLAGE,,CVL,1,190,190,19,-5.044510386,https://reliefweb.int/report/congo/influx-refugees-drc-republic-congo-situation-report-6-16-january-2023
1117061570,CVL,MIGRANT,,CVL,,,,,1,110,110,11,-4.208416834,https://www.thehindu.com/news/national/other-states/over-700-refugees-yet-to-be-repatriated-to-myanmar-from-manipur/article67120715.ece
1117083169,IGOUNOREFHCR,UNHCR,,IGO,KEN,KENYA,KEN,,1,42,42,4,-11.29032258,https://www.ntv.co.ug/ug/news/national/opm-unhcr-to-repatriate-refugees-who-had-gone-to-kenya--4315754
1117087629,THA,THAILAND,THA,,USA,UNITED STATES,USA,,1,75,75,7,-2.380952381,https://www.sidneyherald.com/news/state/montana-clinics-chip-away-at-refugees-obstacles-to-dental-care/article_38e97eb6-2b0b-11ee-b0e4-bf07455b0eb2.html
1117101948,IND,ASSAM,IND,,GOV,GOVERNMENT,,GOV,1,10,10,1,-5.080213904,https://timesofindia.indiatimes.com/india/manipur-govt-wants-to-send-back-718-myanmar-refugees/articleshow/102116885.cms
1117106461,ISL,ICELAND,ISL,,UKRREF,UKRAINIAN,UKR,REF,1,73,73,7,-1.5625,https://theworld.org/media/2023-07-25/iceland-fast-tracks-ukrainian-refugees
1117108168,REF,REFUGEE,,REF,,,,,1,90,90,9,-6.910569106,https://medicine.yale.edu/intmed/news-article/ukrainian-refugees-face-high-barriers-to-opioid-use-disorder-treatment-yale-study-finds/
1117112849,SYR,SYRIA,SYR,,USAGOVELI,BARACK OBAMA,USA,GOV,1,43,43,4,-12.70718232,https://www.amren.com/news/2023/07/syrian-refugee-who-killed-23-year-old-fargo-officer-came-to-u-s-under-obama/
1117115538,,,,,CAN,CANADA,CAN,,1,234,23,2,-1.27388535,https://www.canindia.com/canada-expands-human-rights-defenders-refugee-stream-doubles-number-of-immigration-spaces/
1117117681,AFGINSTAL,TALIBAN,AFG,INS,AFG,AFGHAN,AFG,,1,20,20,2,-10.23622047,https://theprint.in/world/afghan-refugees-hold-protest-in-front-of-unhrc-office-in-pakistan/1686100/
1117120074,REF,REFUGEE,,REF,TCD,CHAD,TCD,,1,42,42,4,-7.936507937,https://www.reuters.com/news/picture/in-pictures-refugees-fleeing-sudans-darf-idUSRTSLURX6
1117123201,CVL,MIGRANT,,CVL,GBR,UNITED KINGDOM,GBR,,1,42,42,4,-3.903903904,https://www.clactonandfrintongazette.co.uk/news/national/23679868.test-refugee-visa-curb-channel-crossings-urges-charity/
1117123202,CVL,MIGRANT,,CVL,GBR,UNITED KINGDOM,GBR,,1,42,42,4,-3.957703977,https://www.islingtongazette.co.uk/news/national/23679868.test-refugee-visa-curb-channel-crossings-urges-charity/
1117126834,CVL,MIGRANT,,CVL,GBR,UNITED KINGDOM,GBR,,1,42,42,4,-4.526166902,https://www.thenationalnews.com/world/uk-news/2023/07/25/campaigners-urge-uk-government-to-test-refugee-visas/
